Rank,Mountain,MountainLink,Height,Drop,lat,lon,rangeac,Range,Region,Country,Firstascent,MountainImgSrc
1063,Cima di Pinadee,/wiki/Cima_di_Pinadee,2486,455,46.513333333333335,8.976944444444445,Adula Alps,I/B-10.III-B,Ticino,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
1064,Grand Arc,/wiki/Grand_Arc,2484,693,45.56666666666667,6.3647222222222215,Lauzière massif,I/B-07.II-F,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Grand_arc.JPG/280px-Grand_arc.JPG
1065,Étale (mountain),/wiki/%C3%89tale_(mountain),2483,997,45.85,6.447777777777778,Aravis Range,I/B-08.IV-A,Upper Savoy / Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/L%27%C3%89tale_%282484m%29.JPG/280px-L%27%C3%89tale_%282484m%29.JPG
1066,Monte Bertrand (it),noPage,2483,385,44.117777777777775,7.675277777777778,Ligurian Alps,I/A-01.II-A,Alpes-Maritimes / Cuneo,FR/IT,,noImg
1067,Rammelstein,noPage,2483,304,46.83444444444444,12.053055555555556,Rieserferner Group,II/A-17.III-A,South Tyrol,IT,,noImg
1068,Hochkarspitze,/wiki/Hochkarspitze,2482,662,47.4475,11.350555555555555,Karwendel,II/B-21.IV-A,North Tyrol / Bavaria,AT/DE,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Hochkarspitze_Woerner_MQ.jpg/280px-Hochkarspitze_Woerner_MQ.jpg
1069,Rauchberg (nl),noPage,2480,483,47.30416666666667,10.758888888888889,Lechtal Alps,II/B-21.I-B,North Tyrol,AT,,noImg
1070,Monte Pramaggiore (it),noPage,2478,550,46.365,12.553333333333335,Carnic Prealps,II/C-33.III-A,Pordenone / Udine,IT,,noImg
1071,Monte Ziolera,noPage,2478,345,46.17194444444444,11.455,Fiemme Mountains,II/C-31.V-B,Trentino,IT,,noImg
1072,Spillgerte,/wiki/Spillgerte,2476,453,46.53666666666666,7.446666666666667,Bernese Alps,I/B-14.II-A,Bern,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Seehorn_ausblick_spillgerten.jpg/280px-Seehorn_ausblick_spillgerten.jpg
1073,Rettelkirchspitze (de),noPage,2475,687,47.25972222222222,14.127777777777778,Wölz Tauern,II/A-18.III-A,Styria,AT,,noImg
1074,Bivare / Monte Bìvera,/wiki/Monte_B%C3%ACvera,2474,696,46.44138888888889,12.641944444444444,Carnic Alps,II/C-33.I-C,Udine,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Bivare.jpg/280px-Bivare.jpg
1075,Greim,/wiki/Greim_(W%C3%B6lzer_Tauern),2474,686,47.24777777777778,14.151666666666667,Wölz Tauern,II/A-18.III-A,Styria,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/GreimFromSE-Hinterburg.jpg/280px-GreimFromSE-Hinterburg.jpg
1076,Monte Rinaldo,noPage,2473,675,46.598888888888894,12.658055555555556,Carnic Alps,II/C-33.I-A,Belluno,IT,,noImg
1077,Pierre Avoi,/wiki/Pierre_Avoi,2473,300,46.11805555555556,7.200277777777778,Pennine Alps,I/B-09.I-D,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Pierre_Avoi.JPG/280px-Pierre_Avoi.JPG
1078,Rappenspitze,noPage,2472,305,47.236666666666665,10.1975,Lechtal Alps,II/B-21.I-A,North Tyrol / Vorarlberg,AT,,noImg
1079,Col Nudo,/wiki/Col_Nudo,2471,1644,46.2275,12.402777777777779,Venetian Prealps,II/C-32.II-B,Belluno / Pordenone,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Col_Nudo.jpg/280px-Col_Nudo.jpg
1080,Loreakopf (de),noPage,2471,907,47.35416666666667,10.771666666666668,Lechtal Alps,II/B-21.I-B,North Tyrol,AT,,noImg
1081,Cime de l'Aspre,noPage,2471,468,44.175555555555555,6.809722222222222,Maritime Alps,I/A-02.I-D,Alpes-Maritimes,FR,,noImg
1082,Lungauer Kalkspitze (de),noPage,2471,412,47.27222222222222,13.625277777777779,Schladming Tauern,II/A-18.II-A,Salzburg,AT,,noImg
1083,Ochsenkopf,noPage,2470,352,47.275277777777774,12.078888888888889,Kitzbühel Alps,II/B-23.II-A,North Tyrol / Salzburg,AT,,noImg
1083,Salzachgeier,/wiki/Salzachgeier,2470,352,47.29361111111111,12.10361111111111,Kitzbühel Alps,II/B-23.II-A,North Tyrol / Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Salzachgeier_von_Osten.jpg/280px-Salzachgeier_von_Osten.jpg
1085,Sasso di Bosconero,/wiki/Sasso_di_Bosconero,2468,938,46.33638888888889,12.268611111111111,Dolomites - SE,II/C-31.II-A,Belluno,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Bosconero2.jpg/280px-Bosconero2.jpg
1086,Cima Scanaiol,noPage,2467,479,46.215,11.765833333333333,Fiemme Mountains,II/C-31.V-B,Trentino,IT,,noImg
1087,Gamskarkogel (de),noPage,2467,376,47.16111111111111,13.158611111111112,Ankogel Group,II/A-17.II-F,Salzburg,AT,,noImg
1088,Hauts-Forts,/wiki/Hauts-Forts,2466,546,46.16861111111111,6.7775,Chablais Alps,I/B-08.III-A,Upper Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Hauts-forts.png/280px-Hauts-forts.png
1089,Pizzo la Scheggia (it),noPage,2466,339,46.18416666666666,8.415277777777778,Ticino Alps,I/B-10.II-B,V-C-O,IT,,noImg
1090,Creta Forata,/wiki/Creta_Forata,2462,857,46.5425,12.735833333333332,Carnic Alps,II/C-33.I-C,Belluno / Udine,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Creta_Forata.jpg/280px-Creta_Forata.jpg
1091,Silberspitze,noPage,2461,349,47.18416666666666,10.572777777777777,Lechtal Alps,II/B-21.I-A,North Tyrol,AT,,noImg
1092,Mont Mirantin,/wiki/Mont_Mirantin,2460,571,45.68416666666666,6.499444444444444,Beaufortain Massif,I/B-07.VI-A,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Mont_Mirantin_-_img_44584.jpg/280px-Mont_Mirantin_-_img_44584.jpg
1092,Pointe de la Grande Journée,/wiki/Pointe_de_la_Grande_Journ%C3%A9e,2460,571,45.6675,6.501111111111111,Beaufortain Massif,I/B-07.VI-A,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/France_relief_location_map.jpg/248px-France_relief_location_map.jpg
1094,Rauchkofel,noPage,2460,322,46.61944444444445,12.883333333333333,Carnic Alps,II/C-33.I-A,Carinthia,AT,,noImg
1095,Große Bischofsmütze (de),noPage,2458,612,47.49388888888889,13.511111111111111,Dachstein Mts,II/B-25.I-A,Salzburg,AT,,noImg
1096,Gummfluh,/wiki/Gummfluh,2458,574,46.440555555555555,7.195,Vaud Alps,I/B-14.I-A,Bern / Vaud,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Gummfluh.JPG/280px-Gummfluh.JPG
1097,Sonnjoch,/wiki/Sonnjoch,2457,625,47.41222222222222,11.605,Karwendel,II/B-21.IV-A,North Tyrol,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Sonnjoch.Karwendel.P1090400.JPG/280px-Sonnjoch.Karwendel.P1090400.JPG
1098,Hohniesen,/wiki/Hohniesen,2454,371,46.577222222222225,7.583333333333333,Bernese Alps,I/B-14.II-A,Bern,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
1099,Rocher Rond,/wiki/Rocher_Rond,2453,365,44.6975,5.829444444444444,Dévoluy Mountains,I/A-06.I-B,Drôme  / Hautes-Alpes,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Rocher_rond.jpg/280px-Rocher_rond.jpg
1100,Gamsjoch (de),noPage,2452,658,47.41833333333333,11.54888888888889,Karwendel,II/B-21.IV-A,North Tyrol,AT,,noImg
1101,Monte Bussaia,noPage,2451,300,44.21805555555556,7.468055555555556,Maritime Alps,I/A-02.I-A,Cuneo,IT,,noImg
1102,Pomagagnon,/wiki/Pomagagnon,2450,370,46.573888888888895,12.140277777777778,Dolomites - NE,II/C-31.I-D,Belluno,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Montagna_Cortina_d%27Ampezzo.JPG/280px-Montagna_Cortina_d%27Ampezzo.JPG
1103,Cima Cadi,noPage,2449,589,46.22361111111111,10.294444444444444,Ortler Alps,II/C-28.I-B,Brescia / Sondrio,IT,,noImg
1104,Großer Bösenstein,/wiki/Gro%C3%9Fer_B%C3%B6senstein,2448,634,47.44333333333333,14.404444444444445,Rottenmann Tauern,II/A-18.III-B,Styria,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Gro%C3%9Fer_B%C3%B6senstein%2C_SW_ridge.jpg/280px-Gro%C3%9Fer_B%C3%B6senstein%2C_SW_ridge.jpg
1105,Spitzmauer (de),noPage,2446,516,47.695277777777775,14.062222222222223,Totes Gebirge,II/B-25.III-A,Upper Austria,AT,,noImg
1106,Monte Spondone,noPage,2445,306,45.980555555555554,9.794722222222221,Bergamasque Prealps,II/C-29.II-B,Bergamo,IT,,noImg
1107,Kröndlhorn,/wiki/Kr%C3%B6ndlhorn,2444,461,47.29888888888889,12.164722222222222,Kitzbühel Alps,II/B-23.II-A,North Tyrol / Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Kr%C3%B6ndlhorn_von_S%C3%BCdwesten.jpg/280px-Kr%C3%B6ndlhorn_von_S%C3%BCdwesten.jpg
1108,Monte Siera (it),noPage,2443,344,46.549166666666665,12.710833333333333,Carnic Alps,II/C-33.I-C,Belluno / Udine,IT,,noImg
1109,Eisenhut,/wiki/Eisenhut_(mountain),2441,800,46.95194444444445,13.928888888888888,Nock Mountains,II/A-19.I-A,Styria,AT,,Error
1110,Mürtschenstock,/wiki/M%C3%BCrtschenstock,2441,601,47.07,9.144166666666667,Glarus Alps,I/B-13.II-C,Glarus,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Fluebrig_-_Bubikon_2010-11-11_14-27-02.JPG/280px-Fluebrig_-_Bubikon_2010-11-11_14-27-02.JPG
1111,Großer Rosennock,/wiki/Gro%C3%9Fer_Rosennock,2440,657,46.8775,13.712499999999999,Nock Mountains,II/A-19.I-A,Carinthia,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Nockberge-rosennock.jpg/280px-Nockberge-rosennock.jpg
1112,Schwarzhorn,/wiki/Schwarzhorn_(South_Tyrol),2439,637,46.334722222222226,11.454722222222221,Fiemme Mountains,II/C-31.V-A,South Tyrol,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Schwarzhorn_Radein.jpg/280px-Schwarzhorn_Radein.jpg
1113,Pointe Blanche (fr),noPage,2438,825,45.99944444444444,6.459722222222222,Bornes Massif,I/B-08.IV-B,Upper Savoy,FR,,noImg
1114,Gufelstock,/wiki/Gufelstock,2436,423,47.025,9.146666666666667,Glarus Alps,I/B-13.II-A,Glarus,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Murgsee.jpg/280px-Murgsee.jpg
1115,Altmann,/wiki/Altmann_(mountain),2435,313,47.239444444444445,9.371666666666668,Appenzell Alps,I/B-14.V-B,Appenzell / St. Gallen,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Picswiss_AI-04-22.jpg/280px-Picswiss_AI-04-22.jpg
1116,Laugenspitze,/wiki/Laugenspitze,2434,636,46.53472222222222,11.086111111111112,Nonsberg Group,II/C-28.II-A,South Tyrol,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Laugenspitze_von_NW.JPG/280px-Laugenspitze_von_NW.JPG
1117,Seehorn,/wiki/Seehorn,2434,567,46.1825,8.115555555555556,Pennine Alps,I/B-09.V-C,Valais,CH,,Error
1118,Deneck,noPage,2433,359,47.29111111111111,14.05,Schladming Tauern,II/A-18.II-A,Styria,AT,,noImg
1119,Cornettes de Bise,/wiki/Cornettes_de_Bise,2432,1061,46.3325,6.784722222222222,Chablais Alps,I/B-08.III-B,Valais / Upper Savoy,CH/FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Cornettes_de_Bise.jpg/285px-Cornettes_de_Bise.jpg
1120,Mont de Grange,/wiki/Mont_de_Grange,2432,768,46.2625,6.780833333333334,Chablais Alps,I/B-08.III-A,Upper Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Mont_de_Grange.jpg/280px-Mont_de_Grange.jpg
1121,Raz de Bec,noPage,2431,535,44.668055555555554,5.9880555555555555,Dévoluy Mountains,I/A-06.I-A,Hautes-Alpes,FR,,noImg
1122,L'Ouillon,noPage,2431,367,45.24,6.215,Dauphiné Alps,I/A-05.I-B,Isère,FR,,noImg
1123,Monte Azzarini,noPage,2431,331,46.05972222222222,9.6425,Bergamo Alps,II/C-29.I-A,Bergamo / Sondrio,IT,,noImg
1124,Raucheck,/wiki/Raucheck,2430,1463,47.49916666666667,13.226666666666667,Tennen Mountains,II/B-24.IV-A,Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tennengebirge_SW.jpg/282px-Tennengebirge_SW.jpg
1125,Laliderer Falk (de),noPage,2427,654,47.434999999999995,11.519166666666667,Karwendel,II/B-21.IV-A,North Tyrol,AT,,noImg
1126,Monte Ferrante,/wiki/Monte_Ferrante,2427,357,45.974722222222226,10.028611111111111,Bergamasque Prealps,II/C-29.II-C,Bergamo,IT,,Error
1127,Sforniòi di Mezzo,noPage,2425,362,46.34861111111111,12.267222222222223,Dolomites - SE,II/C-31.II-A,Belluno,IT,,noImg
1128,Großer Galtenberg,/wiki/Gro%C3%9Fer_Galtenberg,2424,513,47.336666666666666,11.97638888888889,Kitzbühel Alps,II/B-23.II-A,North Tyrol,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Grosser_Galtenberg.jpg/280px-Grosser_Galtenberg.jpg
1129,Col della Croce,noPage,2423,376,46.165277777777774,11.63861111111111,Fiemme Mountains,II/C-31.V-B,Trentino,IT,,noImg
1130,Oberwölzer Schoberspitze (de),noPage,2423,333,47.28916666666667,14.161111111111111,Wölz Tauern,II/A-18.III-A,Styria,AT,,noImg
1131,L'Argentine,/wiki/L%27Argentine,2422,393,46.27333333333333,7.130833333333333,Vaud Alps,I/B-12.III-A,Vaud,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Argentine.jpg/280px-Argentine.jpg
1132,Monte Cimon,noPage,2422,374,46.55138888888889,12.763055555555555,Carnic Alps,II/C-33.I-C,Udine,IT,,noImg
1133,Cima di Capezzone (it),noPage,2421,603,45.94499999999999,8.208888888888888,Monte Rosa Alps,I/B-09.III-C,V-C-O / Vercelli,IT,,noImg
1134,Geierhaupt,/wiki/Geierhaupt,2417,1172,47.374722222222225,14.636388888888888,Seckau Tauern,II/A-18.IV-A,Styria,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Geierhaupt.jpg/280px-Geierhaupt.jpg
1135,Monte Alto di Pelsa,noPage,2417,455,46.35583333333334,11.999722222222221,Dolomites - SE,II/C-31.II-A,Belluno,IT,,noImg
1136,Ehrwalder Sonnenspitze,/wiki/Ehrwalder_Sonnenspitze,2417,417,47.3675,10.921944444444444,Mieminger Chain,II/B-21.III-A,North Tyrol,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Erwalder_Sonnenspitze_von_SO_HQ.jpg/282px-Erwalder_Sonnenspitze_von_SO_HQ.jpg
1137,Pizzo Erra,/wiki/Pizzo_Erra,2417,301,46.441111111111105,8.890833333333333,Saint-Gotthard Massif,I/B-10.I-B,Ticino,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Pizzo_Erra_as_seen_from_Pizzo_Pianch%C3%A9.jpg/280px-Pizzo_Erra_as_seen_from_Pizzo_Pianch%C3%A9.jpg
1138,Karhorn (de),noPage,2416,706,47.24805555555556,10.151111111111112,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,,noImg
1139,Hochreichart (de),noPage,2416,336,47.36333333333334,14.681944444444444,Seckau Tauern,II/A-18.IV-B,Styria,AT,,noImg
1140,Hoh Brisen,/wiki/Hoh_Brisen,2413,489,46.8975,8.465833333333332,Uri Alps,I/B-12.I-B,Nidwalden / Uri,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Hoh_Brisen_vom_Brisen.jpg/280px-Hoh_Brisen_vom_Brisen.jpg
1141,Crodon di Tiarfin,noPage,2413,446,46.465833333333336,12.591666666666667,Carnic Alps,II/C-33.I-C,Udine,IT,,noImg
1142,Schafberg,noPage,2413,403,47.16916666666666,9.951388888888888,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,,noImg
1143,Sassolungo di Cibiana (it),noPage,2413,335,46.35888888888889,12.28277777777778,Dolomites - SE,II/C-31.II-A,Belluno,IT,,noImg
1144,Bleikogel (de),noPage,2411,334,47.51416666666667,13.298333333333334,Tennen Mountains,II/B-24.IV-A,Salzburg,AT,,noImg
1145,Grignone,/wiki/Grigna,2409,1686,45.95333333333333,9.3875,Bergamasque Prealps,II/C-29.II-A,Lecco,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Grigne.jpg/280px-Grigne.jpg
1146,Cima di Pramper ,noPage,2409,540,46.29666666666667,12.166944444444443,Dolomites - SE,II/C-31.II-B,Belluno,IT,,noImg
1147,Mont Charvin,/wiki/Mont_Charvin_(Aravis),2409,449,45.802499999999995,6.42,Aravis Range,I/B-08.IV-A,Upper Savoy / Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Le_Mont_Charvin.jpg/280px-Le_Mont_Charvin.jpg
1148,Kilnprein,noPage,2408,450,46.98527777777778,13.842777777777778,Nock Mountains,II/A-19.I-A,Salzburg / Styria,AT,,noImg
1149,Monte Pezza,/wiki/Monte_Pezza,2408,364,46.405833333333334,11.920555555555556,Dolomites - NW,II/C-31.III-B,Belluno,IT,,https:undefined
1150,Sasso Bianco,noPage,2407,386,46.4125,11.959444444444443,Dolomites - NW,II/C-31.III-B,Belluno,IT,,noImg
1151,Zirmebenjoch,noPage,2407,310,47.29388888888889,10.538333333333334,Lechtal Alps,II/B-21.I-A,North Tyrol,AT,,noImg
1152,Monte San Lucano (it),noPage,2406,411,46.31083333333333,11.959999999999999,Dolomites - S,II/C-31.IV-A,Belluno,IT,,noImg
1153,Erlspitze,/wiki/Erlspitze_Group,2405,607,47.32,11.285555555555556,Karwendel,II/B-21.IV-A,North Tyrol,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/20040717-Eppzirler_Alm.jpg/280px-20040717-Eppzirler_Alm.jpg
1154,Cresta di Enghe,/wiki/Cresta_di_Enghe,2405,324,46.520833333333336,12.634444444444444,Carnic Alps,II/C-33.I-C,Belluno,IT,,https:undefined
1155,Saile (de),noPage,2404,412,47.19194444444444,11.325277777777778,Stubai Alps,II/A-16.II-B,North Tyrol,AT,,noImg
1156,Bric Costa Rossa,noPage,2404,345,44.25083333333333,7.6,Ligurian Alps,I/A-01.II-B,Cuneo,IT,,noImg
1157,Zitterklapfen (de),noPage,2403,573,47.268055555555556,9.971111111111112,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,,noImg
1158,Lopa,noPage,2402,335,46.37027777777778,13.494166666666667,Julian Alps,II/C-34.I-B,Udine / Slovenia,IT/SI,,noImg
1159,Fundelkopf,noPage,2401,375,47.11,9.676388888888889,Rätikon,II/A-15.VIII-A,Vorarlberg,AT,,noImg
1160,Veliko Špičje,noPage,2396,333,46.343611111111116,13.766666666666667,Julian Alps,II/C-34.I-E,Slovenia,SI,,noImg
1160,Monte Susino,noPage,2397,301,45.99055555555556,10.186666666666667,Bergamasque Prealps,II/C-29.II-C,Bergamo / Brescia,IT,,noImg
1161,Seckauer Zinken (de),noPage,2397,377,47.33916666666667,14.73611111111111,Seckau Tauern,II/A-18.IV-B,Styria,AT,,noImg
1162,Hochkünzelspitze (de),noPage,2397,352,47.27194444444444,10.030277777777778,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,,noImg
1163,Cima d'Oltro,noPage,2397,311,46.220555555555556,11.906944444444445,Dolomites - S,II/C-31.IV-A,Trentino,IT,,noImg
1164,Zirbitzkogel,/wiki/Zirbitzkogel,2396,1502,47.06361111111111,14.567222222222222,Lavanttal Alps,II/A-19.II-A,Styria,AT,,Error
1166,Cima di Sette Selle / Sasso Rotto,noPage,2396,325,46.12833333333333,11.398333333333333,Fiemme Mountains,II/C-31.V-B,Trentino,IT,,noImg
1167,Planjava,/wiki/Planjava,2394,491,46.35666666666667,14.61,Kamnik Alps,II/C-35.II-A,Slovenia,SI,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Planjava.jpg/280px-Planjava.jpg
1168,Croda di Mezzodi,noPage,2394,346,46.532777777777774,12.577777777777778,Carnic Alps,II/C-33.I-C,Belluno,IT,,noImg
1169,Montagne de Boules,noPage,2391,357,44.17388888888889,6.500555555555556,Provence Alps,I/A-03.II-A,Alpes-de-Haute-Provence,FR,,noImg
1170,Kampspitze,noPage,2390,438,47.29388888888889,13.642777777777777,Schladming Tauern,II/A-18.II-A,Styria,AT,,noImg
1171,Vanil Noir,/wiki/Vanil_Noir,2389,1120,46.52861111111111,7.148333333333333,Fribourg Prealps,I/B-14.I-B,Fribourg / Vaud,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Avalanche_Vanil_Noir.jpg/285px-Avalanche_Vanil_Noir.jpg
1172,Le Tabor,/wiki/Le_Tabor,2389,1022,44.977222222222224,5.855833333333333,Taillefer Massif,I/A-05.IV-A,Isère,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Le_Tabor_%28Is%C3%A8re%29_et_Nantes-en-Ratier.jpg/280px-Le_Tabor_%28Is%C3%A8re%29_et_Nantes-en-Ratier.jpg
1173,Großer Hochkasten,noPage,2389,342,47.67361111111111,14.0475,Totes Gebirge,II/B-25.III-A,Styria,AT,,noImg
1174,Warscheneck,/wiki/Warscheneck,2388,655,47.652499999999996,14.241388888888888,Totes Gebirge,II/B-25.III-B,Upper Austria,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Warscheneck_und_Wurzeralm.jpg/280px-Warscheneck_und_Wurzeralm.jpg
1175,Elferkopf (de),noPage,2387,451,47.30222222222222,10.177777777777777,Allgäu Alps,II/B-22.II-A,Vorarlberg,AT,,noImg
1176,Gamskögel (de),noPage,2386,522,47.365833333333335,14.548333333333334,Seckau Tauern,II/A-18.IV-A,Styria,AT,,noImg
1177,Gamsberg,/wiki/Gamsberg,2385,1358,47.135555555555555,9.376111111111111,Appenzell Alps,I/B-14.V-A,St. Gallen,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Gamsberg_von_Norden_20091115.JPG/280px-Gamsberg_von_Norden_20091115.JPG
1178,Roc de Garnesier,noPage,2383,393,44.660555555555554,5.7924999999999995,Dévoluy Mountains,I/A-06.I-B,Drôme  / Hautes-Alpes,FR,,noImg
1179,Rudiger,/wiki/Rudiger,2382,310,47.32916666666667,10.701666666666666,Lechtal Alps,II/B-21.I-B,North Tyrol,AT,,https:undefined
1180,Monte Cimone,noPage,2379,399,46.42361111111111,13.385277777777777,Julian Alps,II/C-34.I-A,Udine,IT,,noImg
1181,Monte Ponteranica,/wiki/Monte_Ponteranica,2378,375,46.02916666666667,9.595555555555556,Bergamo Alps,II/C-29.I-B,Bergamo / Sondrio,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/MontePonteranica1.jpg/280px-MontePonteranica1.jpg
1182,Gartnerwand (de),noPage,2377,434,47.385,10.821111111111112,Lechtal Alps,II/B-21.I-B,North Tyrol,AT,,noImg
1183,Knittelkarspitze (de),noPage,2376,1017,47.37555555555556,10.651111111111112,Lechtal Alps,II/B-21.I-B,North Tyrol,AT,,noImg
1184,Vilan,/wiki/Vilan,2376,416,47.01277777777778,9.603055555555555,Rätikon,II/A-15.VIII-A,Graubünden,CH,,Error
1185,Pizzo di Campel,/wiki/Pizzo_di_Campel,2376,332,46.331944444444446,9.261666666666667,Adula Alps,I/B-10.III-D,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
1186,Hochweberspitze,noPage,2375,335,47.30888888888889,14.200555555555555,Wölz Tauern,II/A-18.III-A,Styria,AT,,noImg
1187,Reither Spitze,/wiki/Reither_Spitze,2374,300,47.323055555555555,11.23611111111111,Karwendel,II/B-21.IV-A,North Tyrol,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Reither_Spitze.jpg/282px-Reither_Spitze.jpg
1188,La Croix de Cassini,noPage,2373,371,45.07333333333334,6.134166666666667,Dauphiné Alps,I/A-05.I-B,Isère,FR,,noImg
1189,Plenge,noPage,2373,303,46.652499999999996,12.900277777777777,Carnic Alps,II/C-33.I-A,Carinthia,AT,,noImg
1190,Reißkofel,/wiki/Rei%C3%9Fkofel,2371,1390,46.68583333333333,13.147222222222222,Gailtal Alps,II/C-33.II-D,Carinthia,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Comptonhuette_mit_Reisskofel_1_2010.jpg/280px-Comptonhuette_mit_Reisskofel_1_2010.jpg
1191,Tschirgant (de),noPage,2370,1263,47.24166666666667,10.796388888888888,Mieminger Chain,II/B-21.III-A,North Tyrol,AT,,noImg
1192,Hohe Pressing,/wiki/Hohe_Pressing,2370,485,46.937777777777775,13.692222222222222,Nock Mountains,II/A-19.I-A,Carinthia,AT,,https:undefined
1193,Hochtor,/wiki/Hochtor,2369,1520,47.56166666666666,14.632777777777779,Ennstal Alps,II/B-26.I-B,Styria,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Ennstaler_2.jpg/280px-Ennstaler_2.jpg
1194,Monte Pegherolo,/wiki/Monte_Pegherolo,2369,350,46.02472222222222,9.71361111111111,Bergamo Alps,II/C-29.I-B,Bergamo,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Montepegherolo1.jpg/280px-Montepegherolo1.jpg
1195,Gehrenspitze (de),noPage,2367,319,47.38666666666666,11.135,Wetterstein,II/B-21.III-B,North Tyrol,AT,,noImg
1196,Großer Rettenstein,/wiki/Gro%C3%9Fer_Rettenstein,2366,680,47.33277777777778,12.296944444444444,Kitzbühel Alps,II/B-23.II-A,North Tyrol / Salzburg,AT,,Error
1197,Croda de R'Ancona,noPage,2366,338,46.61416666666667,12.117777777777778,Dolomites - NE,II/C-31.I-B,Belluno,IT,,noImg
1198,Geißstein,/wiki/Gei%C3%9Fstein,2363,1089,47.337500000000006,12.495555555555555,Kitzbühel Alps,II/B-23.II-C,North Tyrol / Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Gei%C3%9Fstein.jpg/280px-Gei%C3%9Fstein.jpg
1199,Pusterwalder Hohenwart,noPage,2363,375,47.32888888888889,14.236388888888888,Wölz Tauern,II/A-18.III-A,Styria,AT,,noImg
1200,Niesen,/wiki/Niesen,2362,407,46.64611111111111,7.652500000000001,Bernese Alps,I/B-14.II-A,Bern,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Niesen2.jpg/285px-Niesen2.jpg
